company_name,security_name,company_url,trading_code,scrip_code,isin,last_trading_price,last_trading_yield,closing_price,last_update,days_range,change_prev,change_next,days_value,fiftytwo_weeks_moving_range,opening_price,days_volume,adjusted_opening_price,days_trade,yesterday_closing_price,market_capitalization,remaining_maturity,issuer,tenure,issue_date,cupon_rate,debut_trading_date_basic,cupon_frequency,maturity_date,security_catagory,electronic_share_basic,year_basis,authorized_capital,debut_trading_date,paid_up_capital,type_of_instrument,face_par_value,market_lot,total_outstanding_security,sector,address_head_office,address_factory,address_issuer,concern_department,contact_phone,fax,email,web,company_secretary_name,secretary_cell_no,secretary_telephone_no,secratary_email,listing_year,market_catagory,electronic_share,share_holding_percent_1,sponsor_or_director_1,govt_1,institute_1,foreign_1,public_1,share_holding_percent_2,sponsor_or_director_2,govt_2,institute_2,foreign_2,public_2,share_holding_percent_3,sponsor_or_director_3,govt_3,institute_3,foreign_3,public_3,remarks
N/A,20Y BGTB 26/06/2039,https://www.dsebd.org/displayCompany.php?name=TB20Y0639,TB20Y0639,88480,BD0939391209,N/A,N/A,104.20,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,104.20,N/A,106.45,"38,854.250","16 years, 6 months, 23 days",Bangladesh Bank,20 Years,"26 Jun, 2019",9.29,"10 Oct, 2022",2,"26 Jun, 2039",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"365,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/06/2040,https://www.dsebd.org/displayCompany.php?name=TB20Y0640,TB20Y0640,88482,BD0940441209,N/A,N/A,102.70,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,102.70,N/A,104.65,"47,092.500","17 years, 6 months, 21 days",Bangladesh Bank,20 Years,"24 Jun, 2020",8.94,"10 Oct, 2022",2,"24 Jun, 2040",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"450,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 30/06/2041,https://www.dsebd.org/displayCompany.php?name=TB20Y0641,TB20Y0641,88483,BD0941451207,N/A,N/A,76.54,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,76.54,N/A,77.22,"33,976.800","18 years, 6 months, 27 days",Bangladesh Bank,20 Years,"30 Jun, 2021",6.07,"10 Oct, 2022",2,"30 Jun, 2041",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"440,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/06/2042,https://www.dsebd.org/displayCompany.php?name=TB20Y0642,TB20Y0642,88485,BD0942901200,N/A,N/A,99.91,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,99.91,N/A,100.06,"44,156.778","19 years, 6 months, 26 days",Bangladesh Bank,20 Years,"29 Jun, 2022",8.65,"10 Oct, 2022",2,"29 Jun, 2042",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"441,303,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 25/07/2027,https://www.dsebd.org/displayCompany.php?name=TB20Y0727,TB20Y0727,88334,BD0927041204,N/A,N/A,131.30,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,131.30,N/A,131.59,657.950,"4 years, 7 months, 22 days",Bangladesh Bank,20 Years,"25 Jul, 2007",15.95,"10 Oct, 2022",2,"25 Jul, 2027",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"5,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 23/07/2028,https://www.dsebd.org/displayCompany.php?name=TB20Y0728,TB20Y0728,88358,BD0928041203,N/A,N/A,122.82,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,122.82,N/A,122.83,"1,535.375","5 years, 7 months, 20 days",Bangladesh Bank,20 Years,"23 Jul, 2008",13.07,"10 Oct, 2022",2,"23 Jul, 2028",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/07/2029,https://www.dsebd.org/displayCompany.php?name=TB20Y0729,TB20Y0729,88386,BD0929041202,N/A,N/A,104.62,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,104.62,N/A,104.69,"1,308.625","6 years, 7 months, 26 days",Bangladesh Bank,20 Years,"29 Jul, 2009",8.97,"10 Oct, 2022",2,"29 Jul, 2029",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/07/2030,https://www.dsebd.org/displayCompany.php?name=TB20Y0730,TB20Y0730,88405,BD0930041209,N/A,N/A,105.68,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,105.68,N/A,105.96,"1,324.500","7 years, 7 months, 26 days",Bangladesh Bank,20 Years,"29 Jul, 2010",9.2,"10 Oct, 2022",2,"29 Jul, 2030",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 27/07/2031,https://www.dsebd.org/displayCompany.php?name=TB20Y0731,TB20Y0731,88424,BD0931041208,N/A,N/A,111.50,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,111.50,N/A,111.60,"1,674.000","8 years, 7 months, 24 days",Bangladesh Bank,20 Years,"27 Jul, 2011",10,"10 Oct, 2022",2,"27 Jul, 2031",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 25/07/2032,https://www.dsebd.org/displayCompany.php?name=TB20Y0732,TB20Y0732,88440,BD0932041207,N/A,N/A,125.79,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,125.79,N/A,126.09,"3,782.700","9 years, 7 months, 22 days",Bangladesh Bank,20 Years,"25 Jul, 2012",12.12,"10 Oct, 2022",2,"25 Jul, 2032",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"30,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/07/2033,https://www.dsebd.org/displayCompany.php?name=TB20Y0733,TB20Y0733,88452,BD0933041206,N/A,N/A,128.93,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,128.93,N/A,129.55,"1,943.250","10 years, 7 months, 21 days",Bangladesh Bank,20 Years,"24 Jul, 2013",12.48,"10 Oct, 2022",2,"24 Jul, 2033",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 23/07/2034,https://www.dsebd.org/displayCompany.php?name=TB20Y0734,TB20Y0734,88466,BD0934041205,N/A,N/A,125.67,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,125.67,N/A,126.65,"3,166.250","11 years, 7 months, 20 days",Bangladesh Bank,20 Years,"23 Jul, 2014",12.1,"10 Oct, 2022",2,"23 Jul, 2034",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"25,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/07/2035,https://www.dsebd.org/displayCompany.php?name=TB20Y0735,TB20Y0735,88473,BD0935041204,N/A,N/A,114.82,3:10 PM,N/A,N/A,-100.00%,N/A,115.82 - 118.60,N/A,N/A,114.82,N/A,115.42,"30,009.200","12 years, 7 months, 26 days",Bangladesh Bank,20 Years,"29 Jul, 2015",10.36,"10 Oct, 2022",2,"29 Jul, 2035",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"260,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/08/2027,https://www.dsebd.org/displayCompany.php?name=TB20Y0827,TB20Y0827,88335,BD0927081200,N/A,N/A,129.73,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,129.73,N/A,130.02,650.100,"4 years, 8 months, 26 days",Bangladesh Bank,20 Years,"29 Aug, 2007",15.44,"10 Oct, 2022",2,"29 Aug, 2027",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"5,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 27/08/2028,https://www.dsebd.org/displayCompany.php?name=TB20Y0828,TB20Y0828,88360,BD0928081209,N/A,N/A,123.07,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,123.07,N/A,123.09,"1,538.625","5 years, 8 months, 24 days",Bangladesh Bank,20 Years,"27 Aug, 2008",13.07,"10 Oct, 2022",2,"27 Aug, 2028",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 26/08/2029,https://www.dsebd.org/displayCompany.php?name=TB20Y0829,TB20Y0829,88388,BD0929081208,N/A,N/A,102.68,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,102.68,N/A,102.75,30.825,"6 years, 8 months, 23 days",Bangladesh Bank,20 Years,"26 Aug, 2009",8.59,"10 Oct, 2022",2,"26 Aug, 2029",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"300,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 25/08/2030,https://www.dsebd.org/displayCompany.php?name=TB20Y0830,TB20Y0830,88407,BD0930081205,N/A,N/A,106.03,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,106.03,N/A,106.33,"1,329.125","7 years, 8 months, 22 days",Bangladesh Bank,20 Years,"25 Aug, 2010",9.23,"10 Oct, 2022",2,"25 Aug, 2030",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/08/2031,https://www.dsebd.org/displayCompany.php?name=TB20Y0831,TB20Y0831,88425,BD0931081204,N/A,N/A,113.16,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,113.16,N/A,113.26,"1,698.900","8 years, 8 months, 21 days",Bangladesh Bank,20 Years,"24 Aug, 2011",10.25,"10 Oct, 2022",2,"24 Aug, 2031",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/08/2032,https://www.dsebd.org/displayCompany.php?name=TB20Y0832,TB20Y0832,88441,BD0932081203,N/A,N/A,126.11,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,126.11,N/A,126.45,"3,793.500","9 years, 8 months, 26 days",Bangladesh Bank,20 Years,"29 Aug, 2012",12.16,"10 Oct, 2022",2,"29 Aug, 2032",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"30,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/08/2033,https://www.dsebd.org/displayCompany.php?name=TB20Y0833,TB20Y0833,88453,BD0933081202,N/A,N/A,128.97,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,128.97,N/A,129.63,"1,944.450","10 years, 8 months, 26 days",Bangladesh Bank,20 Years,"29 Aug, 2013",12.48,"10 Oct, 2022",2,"29 Aug, 2033",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 27/08/2034,https://www.dsebd.org/displayCompany.php?name=TB20Y0834,TB20Y0834,88467,BD0934081201,N/A,N/A,124.22,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,124.22,N/A,125.10,"3,127.500","11 years, 8 months, 24 days",Bangladesh Bank,20 Years,"27 Aug, 2014",11.89,"10 Oct, 2022",2,"27 Aug, 2034",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"25,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 26/09/2027,https://www.dsebd.org/displayCompany.php?name=TB20Y0927,TB20Y0927,88337,BD0927121204,N/A,N/A,125.29,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,125.29,N/A,125.56,627.800,"4 years, 9 months, 23 days",Bangladesh Bank,20 Years,"26 Sep, 2007",14.23,"10 Oct, 2022",2,"26 Sep, 2027",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"5,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/09/2028,https://www.dsebd.org/displayCompany.php?name=TB20Y0928,TB20Y0928,88362,BD0928121203,N/A,N/A,123.27,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,123.27,N/A,123.29,"1,541.125","5 years, 9 months, 21 days",Bangladesh Bank,20 Years,"24 Sep, 2008",13.07,"10 Oct, 2022",2,"24 Sep, 2028",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/09/2030,https://www.dsebd.org/displayCompany.php?name=TB20Y0930,TB20Y0930,88409,BD0930121209,N/A,N/A,106.38,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,106.38,N/A,106.71,"1,333.875","7 years, 9 months, 26 days",Bangladesh Bank,20 Years,"29 Sep, 2010",9.25,"10 Oct, 2022",2,"29 Sep, 2030",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 28/09/2031,https://www.dsebd.org/displayCompany.php?name=TB20Y0931,TB20Y0931,88426,BD0931121208,N/A,N/A,117.05,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,117.05,N/A,117.14,"1,757.100","8 years, 9 months, 25 days",Bangladesh Bank,20 Years,"28 Sep, 2011",10.85,"10 Oct, 2022",2,"28 Sep, 2031",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 26/09/2032,https://www.dsebd.org/displayCompany.php?name=TB20Y0932,TB20Y0932,88442,BD0932121207,N/A,N/A,126.17,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,126.17,N/A,126.53,"3,795.900","9 years, 9 months, 23 days",Bangladesh Bank,20 Years,"26 Sep, 2012",12.16,"10 Oct, 2022",2,"26 Sep, 2032",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"30,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 25/09/2033,https://www.dsebd.org/displayCompany.php?name=TB20Y0933,TB20Y0933,88454,BD0933121206,N/A,N/A,129.02,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,129.02,N/A,129.70,"1,945.500","10 years, 9 months, 22 days",Bangladesh Bank,20 Years,"25 Sep, 2013",12.48,"10 Oct, 2022",2,"25 Sep, 2033",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"15,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/09/2034,https://www.dsebd.org/displayCompany.php?name=TB20Y0934,TB20Y0934,88468,BD0934121205,N/A,N/A,124.94,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,124.94,N/A,125.75,"3,143.750","11 years, 9 months, 21 days",Bangladesh Bank,20 Years,"24 Sep, 2014",11.98,"10 Oct, 2022",2,"24 Sep, 2034",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"25,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 24/10/2027,https://www.dsebd.org/displayCompany.php?name=TB20Y1027,TB20Y1027,88340,BD0927161200,N/A,N/A,124.17,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,124.17,N/A,124.43,622.150,"4 years, 10 months, 21 days",Bangladesh Bank,20 Years,"24 Oct, 2007",13.88,"10 Oct, 2022",2,"24 Oct, 2027",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"5,000,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,20Y BGTB 29/10/2028,https://www.dsebd.org/displayCompany.php?name=TB20Y1028,TB20Y1028,88365,BD0928161209,N/A,N/A,123.40,3:10 PM,N/A,N/A,-100.00%,N/A,0.00 - 0.00,N/A,N/A,123.40,N/A,123.43,"1,542.875","5 years, 10 months, 26 days",Bangladesh Bank,20 Years,"29 Oct, 2008",13.04,"10 Oct, 2022",2,"29 Oct, 2028",A,Y,365,N/A,N/A,N/A,Debt,100,1000,"12,500,000",G-SEC (T.Bond),N/A,N/A,"Director, Debt Management Department, Bangladesh Bank, Head Office, Dhaka-1000.",Debt Management Department,88029530511,N/A,gm.dmd@bb.org.bd,https://www.bb.org.bd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
